work_year,salary_in_usd,rn,cumulative_salary
2022,135000,122,8991289
2022,78000,123,8909289
2022,141300,124,9037688
2022,102100,125,9049054
2022,205300,126,9137440
2022,140400,127,9244032
2022,176000,128,9363776
2022,144000,129,9420038
2022,205300,130,9536684
2022,140400,131,9542084
2022,140000,132,9635275
2022,210000,133,9841275
2022,140000,134,9877584
2022,210000,135,9922584
2022,140000,136,10025941
2022,210000,137,10120941
2022,140000,138,10170941
2022,230000,139,10372542
2022,150000,140,10392542
2022,210000,141,10585638
2022,160000,142,10720106
2022,130000,143,10772422
2022,167000,82,6885711
2022,123000,83,6928878
2022,150000,84,7043143
2022,211500,85,7203322
2022,138600,86,7301441
2022,170000,87,7431525
2022,123000,88,7486097
2022,215300,89,7655637
2022,158200,90,7736879
2022,180000,91,7811879
2022,71982,92,7845085
2022,45807,93,7772892
2022,260000,94,7912892
2022,180000,95,7954542
2022,80000,96,8012873
2022,140400,97,7741273
2022,215300,98,7893847
2022,31615,99,7876194
2022,18442,100,7789636
2022,104890,101,7803289
2022,140000,102,7880563
2022,220000,103,8058366
2022,140000,104,8145174
2022,183228,105,8298651
2022,91614,106,8317265
2022,185100,107,8452365
2022,200000,108,8642899
2022,120000,109,8713253
2022,230000,110,8843253
2022,100000,111,8863253
2022,100000,112,8880753
2022,35590,113,8766343
2022,100000,114,8790569
2022,165000,115,8942169
2022,52396,116,8875506
2022,40000,117,8912647
2022,86703,118,8959312
2022,48000,119,9001633
2022,122346,120,9033245
2022,69336,121,8955581
2022,135000,122,9029114
2022,78000,123,9069289
2022,141300,124,9050589
2022,102100,125,9139788
2022,205300,126,9254354
2022,140400,127,9277840
2022,176000,128,9420032
2022,144000,129,9507776
2022,205300,130,9625338
2022,140400,131,9677084
2022,140000,132,9682084
2022,210000,133,9845275
2022,140000,134,9981275
2022,210000,135,10087584
2022,140000,136,10062584
2022,210000,137,10235941
2022,140000,138,10260941
2022,230000,139,10400941
2022,150000,140,10522542
2022,210000,141,10602542
2022,160000,142,10745638
2022,130000,143,10850106
2022,123000,83,7008711
2022,150000,84,7078878
2022,211500,85,7254643
2022,138600,86,7341922
2022,170000,87,7471441
2022,123000,88,7554525
2022,215300,89,7701397
2022,158200,90,7813837
2022,180000,91,7916879
2022,71982,92,7883861
2022,45807,93,7890892
2022,260000,94,8032892
2022,180000,95,8092892
2022,80000,96,8034542
2022,140400,97,8153273
2022,215300,98,7956573
2022,31615,99,7925462
2022,18442,100,7894636
2022,104890,101,7894526
2022,140000,102,7943289
2022,220000,103,8100563
2022,140000,104,8198366
2022,183228,105,8328402
2022,91614,106,8390265
2022,185100,107,8502365
2022,200000,108,8652365
2022,120000,109,8762899
2022,230000,110,8943253
2022,100000,111,8943253
2022,100000,112,8963253
2022,35590,113,8916343
2022,100000,114,8866343
2022,165000,115,8955569
2022,52396,116,8994565
2022,40000,117,8915506
2022,86703,118,8999350
2022,48000,119,9007312
2022,122346,120,9123979
2022,69336,121,9102581
2022,135000,122,9090581
2022,78000,123,9107114
2022,141300,124,9210589
2022,102100,125,9152689
2022,205300,126,9345088
2022,140400,127,9394754
2022,176000,128,9453840
2022,144000,129,9564032
2022,205300,130,9713076
2022,140400,131,9765738
2022,140000,132,9817084
2022,210000,133,9892084
2022,140000,134,9985275
2022,210000,135,10191275
2022,140000,136,10227584
2022,210000,137,10272584
2022,140000,138,10375941
2022,230000,139,10490941
2022,150000,140,10550941
2022,210000,141,10732542
2022,160000,142,10762542
2022,130000,143,10875638
2022,150000,84,7158711
2022,211500,85,7290378
2022,138600,86,7393243
2022,170000,87,7511922
2022,123000,88,7594441
2022,215300,89,7769825
2022,158200,90,7859597
2022,180000,91,7993837
2022,71982,92,7988861
2022,45807,93,7929668
2022,260000,94,8150892
2022,180000,95,8212892
2022,80000,96,8172892
2022,140400,97,8174942
2022,215300,98,8368573
2022,31615,99,7988188
2022,18442,100,7943904
2022,104890,101,7999526
2022,140000,102,8034526
2022,220000,103,8163289
2022,140000,104,8240563
2022,183228,105,8381594
2022,91614,106,8420016
2022,185100,107,8575365
2022,200000,108,8702365
2022,120000,109,8772365
2022,230000,110,8992899
2022,100000,111,9043253
2022,100000,112,9043253
2022,35590,113,8998843
2022,100000,114,9016343
2022,165000,115,9031343
2022,52396,116,9007965
2022,40000,117,9034565
2022,86703,118,9002209
2022,48000,119,9047350
2022,122346,120,9129658
2022,69336,121,9193315
2022,135000,122,9237581
2022,78000,123,9168581
2022,141300,124,9248414
2022,102100,125,9312689
2022,205300,126,9357989
2022,140400,127,9485488
2022,176000,128,9570754
2022,144000,129,9597840
2022,205300,130,9769332
2022,140400,131,9853476
2022,140000,132,9905738
2022,210000,133,10027084
2022,140000,134,10032084
2022,210000,135,10195275
2022,140000,136,10331275
2022,210000,137,10437584
2022,140000,138,10412584
2022,230000,139,10605941
2022,150000,140,10640941
2022,210000,141,10760941
2022,160000,142,10892542
2022,130000,143,10892542
2022,211500,85,7370211
2022,138600,86,7428978
2022,170000,87,7563243
2022,123000,88,7634922
2022,215300,89,7809741
2022,158200,90,7928025
2022,180000,91,8039597
2022,71982,92,8065819
2022,45807,93,8034668
2022,260000,94,8189668
2022,180000,95,8330892
2022,80000,96,8292892
2022,140400,97,8313292
2022,215300,98,8390242
2022,31615,99,8400188
2022,18442,100,8006630
2022,104890,101,8048794
2022,140000,102,8139526
2022,220000,103,8254526
2022,140000,104,8303289
2022,183228,105,8423791
2022,91614,106,8473208
2022,185100,107,8605116
2022,200000,108,8775365
2022,120000,109,8822365
2022,230000,110,9002365
2022,100000,111,9092899
2022,100000,112,9143253
2022,35590,113,9078843
2022,100000,114,9098843
2022,165000,115,9181343
2022,52396,116,9083739
2022,40000,117,9047965
2022,86703,118,9121268
2022,48000,119,9050209
2022,122346,120,9169696
2022,69336,121,9198994
2022,135000,122,9328315
2022,78000,123,9315581
2022,141300,124,9309881
2022,102100,125,9350514
2022,205300,126,9517989
2022,140400,127,9498389
2022,176000,128,9661488
2022,144000,129,9714754
2022,205300,130,9803140
2022,140400,131,9909732
2022,140000,132,9993476
2022,210000,133,10115738
2022,140000,134,10167084
2022,210000,135,10242084
2022,140000,136,10335275
2022,210000,137,10541275
2022,140000,138,10577584
2022,230000,139,10642584
2022,150000,140,10755941
2022,210000,141,10850941
2022,160000,142,10920941
2022,130000,143,11022542
2022,138600,86,7508811
2022,170000,87,7598978
2022,123000,88,7686243
2022,215300,89,7850222
2022,158200,90,7967941
2022,180000,91,8108025
2022,71982,92,8111579
2022,45807,93,8111626
2022,260000,94,8294668
2022,180000,95,8369668
2022,80000,96,8410892
2022,140400,97,8433292
2022,215300,98,8528592
2022,31615,99,8421857
2022,18442,100,8418630
2022,104890,101,8111520
2022,140000,102,8188794
2022,220000,103,8359526
2022,140000,104,8394526
2022,183228,105,8486517
2022,91614,106,8515405
2022,185100,107,8658308
2022,200000,108,8805116
2022,120000,109,8895365
2022,230000,110,9052365
2022,100000,111,9102365
2022,100000,112,9192899
2022,35590,113,9178843
2022,100000,114,9178843
2022,165000,115,9263843
2022,52396,116,9233739
2022,40000,117,9123739
2022,86703,118,9134668
2022,48000,119,9169268
2022,122346,120,9172555
2022,69336,121,9239032
2022,135000,122,9333994
2022,78000,123,9406315
2022,141300,124,9456881
2022,102100,125,9411981
2022,205300,126,9555814
2022,140400,127,9658389
2022,176000,128,9674389
2022,144000,129,9805488
2022,205300,130,9920054
2022,140400,131,9943540
2022,140000,132,10049732
2022,210000,133,10203476
2022,140000,134,10255738
2022,210000,135,10377084
2022,140000,136,10382084
2022,210000,137,10545275
2022,140000,138,10681275
2022,230000,139,10807584
2022,150000,140,10792584
2022,210000,141,10965941
2022,160000,142,11010941
2022,130000,143,11050941
2022,170000,87,7678811
2022,123000,88,7721978
2022,215300,89,7901543
2022,158200,90,8008422
2022,180000,91,8147941
2022,71982,92,8180007
2022,45807,93,8157386
2022,260000,94,8371626
2022,180000,95,8474668
2022,80000,96,8449668
2022,140400,97,8551292
2022,215300,98,8648592
2022,31615,99,8560207
2022,18442,100,8440299
2022,104890,101,8523520
2022,140000,102,8251520
2022,220000,103,8408794
2022,140000,104,8499526
2022,183228,105,8577754
2022,91614,106,8578131
2022,185100,107,8700505
2022,200000,108,8858308
2022,120000,109,8925116
2022,230000,110,9125365
2022,100000,111,9152365
2022,100000,112,9202365
2022,35590,113,9228489
2022,100000,114,9278843
2022,165000,115,9343843
2022,52396,116,9316239
2022,40000,117,9273739
2022,86703,118,9210442
2022,48000,119,9182668
2022,122346,120,9291614
2022,69336,121,9241891
2022,135000,122,9374032
2022,78000,123,9411994
2022,141300,124,9547615
2022,102100,125,9558981
2022,205300,126,9617281
2022,140400,127,9696214
2022,176000,128,9834389
2022,144000,129,9818389
2022,205300,130,10010788
2022,140400,131,10060454
2022,140000,132,10083540
2022,210000,133,10259732
2022,140000,134,10343476
2022,210000,135,10465738
2022,140000,136,10517084
2022,210000,137,10592084
2022,140000,138,10685275
2022,230000,139,10911275
2022,150000,140,10957584
2022,210000,141,11002584
2022,160000,142,11125941
2022,130000,143,11140941
2022,123000,88,7801811
2022,215300,89,7937278
2022,158200,90,8059743
2022,180000,91,8188422
2022,71982,92,8219923
2022,45807,93,8225814
2022,260000,94,8417386
2022,180000,95,8551626
2022,80000,96,8554668
2022,140400,97,8590068
2022,215300,98,8766592
2022,31615,99,8680207
2022,18442,100,8578649
2022,104890,101,8545189
2022,140000,102,8663520
2022,220000,103,8471520
2022,140000,104,8548794
2022,183228,105,8682754
2022,91614,106,8669368
2022,185100,107,8763231
2022,200000,108,8900505
2022,120000,109,8978308
2022,230000,110,9155116
2022,100000,111,9225365
2022,100000,112,9252365
2022,35590,113,9237955
2022,100000,114,9328489
2022,165000,115,9443843
2022,52396,116,9396239
2022,40000,117,9356239
2022,86703,118,9360442
2022,48000,119,9258442
2022,122346,120,9305014
2022,69336,121,9360950
2022,135000,122,9376891
2022,78000,123,9452032
2022,141300,124,9553294
2022,102100,125,9649715
2022,205300,126,9764281
2022,140400,127,9757681
2022,176000,128,9872214
2022,144000,129,9978389
2022,205300,130,10023689
2022,140400,131,10151188
2022,140000,132,10200454
2022,210000,133,10293540
2022,140000,134,10399732
2022,210000,135,10553476
2022,140000,136,10605738
2022,210000,137,10727084
2022,140000,138,10732084
2022,230000,139,10915275
2022,150000,140,11061275
2022,210000,141,11167584
2022,160000,142,11162584
2022,130000,143,11255941
2022,215300,89,8017111
2022,158200,90,8095478
2022,180000,91,8239743
2022,71982,92,8260404
2022,45807,93,8265730
2022,260000,94,8485814
2022,180000,95,8597386
2022,80000,96,8631626
2022,140400,97,8695068
2022,215300,98,8805368
2022,31615,99,8798207
2022,18442,100,8698649
2022,104890,101,8683539
2022,140000,102,8685189
2022,220000,103,8883520
2022,140000,104,8611520
2022,183228,105,8732022
2022,91614,106,8774368
2022,185100,107,8854468
2022,200000,108,8963231
2022,120000,109,9020505
2022,230000,110,9208308
2022,100000,111,9255116
2022,100000,112,9325365
2022,35590,113,9287955
2022,100000,114,9337955
2022,165000,115,9493489
2022,52396,116,9496239
2022,40000,117,9436239
2022,86703,118,9442942
2022,48000,119,9408442
2022,122346,120,9380788
2022,69336,121,9374350
2022,135000,122,9495950
2022,78000,123,9454891
2022,141300,124,9593332
2022,102100,125,9655394
2022,205300,126,9855015
2022,140400,127,9904681
2022,176000,128,9933681
2022,144000,129,10016214
2022,205300,130,10183689
2022,140400,131,10164089
2022,140000,132,10291188
2022,210000,133,10410454
2022,140000,134,10433540
2022,210000,135,10609732
2022,140000,136,10693476
2022,210000,137,10815738
2022,140000,138,10867084
2022,230000,139,10962084
2022,150000,140,11065275
2022,210000,141,11271275
2022,160000,142,11327584
2022,130000,143,11292584
2022,158200,90,8175311
2022,180000,91,8275478
2022,71982,92,8311725
2022,45807,93,8306211
2022,260000,94,8525730
2022,180000,95,8665814
2022,80000,96,8677386
2022,140400,97,8772026
2022,215300,98,8910368
2022,31615,99,8836983
2022,18442,100,8816649
2022,104890,101,8803539
2022,140000,102,8823539
2022,220000,103,8905189
2022,140000,104,9023520
2022,183228,105,8794748
2022,91614,106,8823636
2022,185100,107,8959468
2022,200000,108,9054468
2022,120000,109,9083231
2022,230000,110,9250505
2022,100000,111,9308308
2022,100000,112,9355116
2022,35590,113,9360955
2022,100000,114,9387955
2022,165000,115,9502955
2022,52396,116,9545885
2022,40000,117,9536239
2022,86703,118,9522942
2022,48000,119,9490942
2022,122346,120,9530788
2022,69336,121,9450124
2022,135000,122,9509350
2022,78000,123,9573950
2022,141300,124,9596191
2022,102100,125,9695432
2022,205300,126,9860694
2022,140400,127,9995415
2022,176000,128,10080681
2022,144000,129,10077681
2022,205300,130,10221514
2022,140400,131,10324089
2022,140000,132,10304089
2022,210000,133,10501188
2022,140000,134,10550454
2022,210000,135,10643540
2022,140000,136,10749732
2022,210000,137,10903476
2022,140000,138,10955738
2022,230000,139,11097084
2022,150000,140,11112084
2022,210000,141,11275275
2022,160000,142,11431275
2022,130000,143,11457584
2022,180000,91,8355311
2022,71982,92,8347460
2022,45807,93,8357532
2022,260000,94,8566211
2022,180000,95,8705730
2022,80000,96,8745814
2022,140400,97,8817786
2022,215300,98,8987326
2022,31615,99,8941983
2022,18442,100,8855425
2022,104890,101,8921539
2022,140000,102,8943539
2022,220000,103,9043539
2022,140000,104,9045189
2022,183228,105,9206748
2022,91614,106,8886362
2022,185100,107,9008736
2022,200000,108,9159468
2022,120000,109,9174468
2022,230000,110,9313231
2022,100000,111,9350505
2022,100000,112,9408308
2022,35590,113,9390706
2022,100000,114,9460955
2022,165000,115,9552955
2022,52396,116,9555351
2022,40000,117,9585885
2022,86703,118,9622942
2022,48000,119,9570942
2022,122346,120,9613288
2022,69336,121,9600124
2022,135000,122,9585124
2022,78000,123,9587350
2022,141300,124,9715250
2022,102100,125,9698291
2022,205300,126,9900732
2022,140400,127,10001094
2022,176000,128,10171415
2022,144000,129,10224681
2022,205300,130,10282981
2022,140400,131,10361914
2022,140000,132,10464089
2022,210000,133,10514089
2022,140000,134,10641188
2022,210000,135,10760454
2022,140000,136,10783540
2022,210000,137,10959732
2022,140000,138,11043476
2022,230000,139,11185738
2022,150000,140,11247084
2022,210000,141,11322084
2022,160000,142,11435275
2022,130000,143,11561275
2022,71982,92,8427293
2022,45807,93,8393267
2022,260000,94,8617532
2022,180000,95,8746211
2022,80000,96,8785730
2022,140400,97,8886214
2022,215300,98,9033086
2022,31615,99,9018941
2022,18442,100,8960425
2022,104890,101,8960315
2022,140000,102,9061539
2022,220000,103,9163539
2022,140000,104,9183539
2022,183228,105,9228417
2022,91614,106,9298362
2022,185100,107,9071462
2022,200000,108,9208736
2022,120000,109,9279468
2022,230000,110,9404468
2022,100000,111,9413231
2022,100000,112,9450505
2022,35590,113,9443898
2022,100000,114,9490706
2022,165000,115,9625955
2022,52396,116,9605351
2022,40000,117,9595351
2022,86703,118,9672588
2022,48000,119,9670942
2022,122346,120,9693288
2022,69336,121,9682624
2022,135000,122,9735124
2022,78000,123,9663124
2022,141300,124,9728650
2022,102100,125,9817350
2022,205300,126,9903591
2022,140400,127,10041132
2022,176000,128,10177094
2022,144000,129,10315415
2022,205300,130,10429981
2022,140400,131,10423381
2022,140000,132,10501914
2022,210000,133,10674089
2022,140000,134,10654089
2022,210000,135,10851188
2022,140000,136,10900454
2022,210000,137,10993540
2022,140000,138,11099732
2022,230000,139,11273476
2022,150000,140,11335738
2022,210000,141,11457084
2022,160000,142,11482084
2022,130000,143,11565275
2022,45807,93,8473100
2022,260000,94,8653267
2022,180000,95,8797532
2022,80000,96,8826211
2022,140400,97,8926130
2022,215300,98,9101514
2022,31615,99,9064701
2022,18442,100,9037383
2022,104890,101,9065315
2022,140000,102,9100315
2022,220000,103,9281539
2022,140000,104,9303539
2022,183228,105,9366767
2022,91614,106,9320031
2022,185100,107,9483462
2022,200000,108,9271462
2022,120000,109,9328736
2022,230000,110,9509468
2022,100000,111,9504468
2022,100000,112,9513231
2022,35590,113,9486095
2022,100000,114,9543898
2022,165000,115,9655706
2022,52396,116,9678351
2022,40000,117,9645351
2022,86703,118,9682054
2022,48000,119,9720588
2022,122346,120,9793288
2022,69336,121,9762624
2022,135000,122,9817624
2022,78000,123,9813124
2022,141300,124,9804424
2022,102100,125,9830750
2022,205300,126,10022650
2022,140400,127,10043991
2022,176000,128,10217132
2022,144000,129,10321094
2022,205300,130,10520715
2022,140400,131,10570381
2022,140000,132,10563381
2022,210000,133,10711914
2022,140000,134,10814089
2022,210000,135,10864089
2022,140000,136,10991188
2022,210000,137,11110454
2022,140000,138,11133540
2022,230000,139,11329732
2022,150000,140,11423476
2022,210000,141,11545738
2022,160000,142,11617084
2022,130000,143,11612084
2022,260000,94,8733100
2022,180000,95,8833267
2022,80000,96,8877532
2022,140400,97,8966611
2022,215300,98,9141430
2022,31615,99,9133129
2022,18442,100,9083143
2022,104890,101,9142273
2022,140000,102,9205315
2022,220000,103,9320315
2022,140000,104,9421539
2022,183228,105,9486767
2022,91614,106,9458381
2022,185100,107,9505131
2022,200000,108,9683462
2022,120000,109,9391462
2022,230000,110,9558736
2022,100000,111,9609468
2022,100000,112,9604468
2022,35590,113,9548821
2022,100000,114,9586095
2022,165000,115,9708898
2022,52396,116,9708102
2022,40000,117,9718351
2022,86703,118,9732054
2022,48000,119,9730054
2022,122346,120,9842934
2022,69336,121,9862624
2022,135000,122,9897624
2022,78000,123,9895624
2022,141300,124,9954424
2022,102100,125,9906524
2022,205300,126,10036050
2022,140400,127,10163050
2022,176000,128,10219991
2022,144000,129,10361132
2022,205300,130,10526394
2022,140400,131,10661115
2022,140000,132,10710381
2022,210000,133,10773381
2022,140000,134,10851914
2022,210000,135,11024089
2022,140000,136,11004089
2022,210000,137,11201188
2022,140000,138,11250454
2022,230000,139,11363540
2022,150000,140,11479732
2022,210000,141,11633476
2022,160000,142,11705738
2022,130000,143,11747084
2022,180000,95,8913100
2022,80000,96,8913267
2022,140400,97,9017932
2022,215300,98,9181911
2022,31615,99,9173045
2022,18442,100,9151571
2022,104890,101,9188033
2022,140000,102,9282273
2022,220000,103,9425315
2022,140000,104,9460315
2022,183228,105,9604767
2022,91614,106,9578381
2022,185100,107,9643481
2022,200000,108,9705131
2022,120000,109,9803462
2022,230000,110,9621462
2022,100000,111,9658736
2022,100000,112,9709468
2022,35590,113,9640058
2022,100000,114,9648821
2022,165000,115,9751095
2022,52396,116,9761294
2022,40000,117,9748102
2022,86703,118,9805054
2022,48000,119,9780054
2022,122346,120,9852400
2022,69336,121,9912270
2022,135000,122,9997624
2022,78000,123,9975624
2022,141300,124,10036924
2022,102100,125,10056524
2022,205300,126,10111824
2022,140400,127,10176450
2022,176000,128,10339050
2022,144000,129,10363991
2022,205300,130,10566432
2022,140400,131,10666794
2022,140000,132,10801115
2022,210000,133,10920381
2022,140000,134,10913381
2022,210000,135,11061914
2022,140000,136,11164089
2022,210000,137,11214089
2022,140000,138,11341188
2022,230000,139,11480454
2022,150000,140,11513540
2022,210000,141,11689732
2022,160000,142,11793476
2022,130000,143,11835738
2022,80000,96,8993100
2022,140400,97,9053667
2022,215300,98,9233232
2022,31615,99,9213526
2022,18442,100,9191487
2022,104890,101,9256461
2022,140000,102,9328033
2022,220000,103,9502273
2022,140000,104,9565315
2022,183228,105,9643543
2022,91614,106,9696381
2022,185100,107,9763481
2022,200000,108,9843481
2022,120000,109,9825131
2022,230000,110,10033462
2022,100000,111,9721462
2022,100000,112,9758736
2022,35590,113,9745058
2022,100000,114,9740058
2022,165000,115,9813821
2022,52396,116,9803491
2022,40000,117,9801294
2022,86703,118,9834805
2022,48000,119,9853054
2022,122346,120,9902400
2022,69336,121,9921736
2022,135000,122,10047270
2022,78000,123,10075624
2022,141300,124,10116924
2022,102100,125,10139024
2022,205300,126,10261824
2022,140400,127,10252224
2022,176000,128,10352450
2022,144000,129,10483050
2022,205300,130,10569291
2022,140400,131,10706832
2022,140000,132,10806794
2022,210000,133,11011115
2022,140000,134,11060381
2022,210000,135,11123381
2022,140000,136,11201914
2022,210000,137,11374089
2022,140000,138,11354089
2022,230000,139,11571188
2022,150000,140,11630454
2022,210000,141,11723540
2022,160000,142,11849732
2022,130000,143,11923476
2022,140400,97,9133500
2022,215300,98,9268967
2022,31615,99,9264847
2022,18442,100,9231968
2022,104890,101,9296377
2022,140000,102,9396461
2022,220000,103,9548033
2022,140000,104,9642273
2022,183228,105,9748543
2022,91614,106,9735157
2022,185100,107,9881481
2022,200000,108,9963481
2022,120000,109,9963481
2022,230000,110,10055131
2022,100000,111,10133462
2022,100000,112,9821462
2022,35590,113,9794326
2022,100000,114,9845058
2022,165000,115,9905058
2022,52396,116,9866217
2022,40000,117,9843491
2022,86703,118,9887997
2022,48000,119,9882805
2022,122346,120,9975400
2022,69336,121,9971736
2022,135000,122,10056736
2022,78000,123,10125270
2022,141300,124,10216924
2022,102100,125,10219024
2022,205300,126,10344324
2022,140400,127,10402224
2022,176000,128,10428224
2022,144000,129,10496450
2022,205300,130,10688350
2022,140400,131,10709691
2022,140000,132,10846832
2022,210000,133,11016794
2022,140000,134,11151115
2022,210000,135,11270381
2022,140000,136,11263381
2022,210000,137,11411914
2022,140000,138,11514089
2022,230000,139,11584089
2022,150000,140,11721188
2022,210000,141,11840454
2022,160000,142,11883540
2022,130000,143,11979732
2022,215300,98,9348800
2022,31615,99,9300582
2022,18442,100,9283289
2022,104890,101,9336858
2022,140000,102,9436377
2022,220000,103,9616461
2022,140000,104,9688033
2022,183228,105,9825501
2022,91614,106,9840157
2022,185100,107,9920257
2022,200000,108,10081481
2022,120000,109,10083481
2022,230000,110,10193481
2022,100000,111,10155131
2022,100000,112,10233462
2022,35590,113,9857052
2022,100000,114,9894326
2022,165000,115,10010058
2022,52396,116,9957454
2022,40000,117,9906217
2022,86703,118,9930194
2022,48000,119,9935997
2022,122346,120,10005151
2022,69336,121,10044736
2022,135000,122,10106736
2022,78000,123,10134736
2022,141300,124,10266570
2022,102100,125,10319024
2022,205300,126,10424324
2022,140400,127,10484724
2022,176000,128,10578224
2022,144000,129,10572224
2022,205300,130,10701750
2022,140400,131,10828750
2022,140000,132,10849691
2022,210000,133,11056832
2022,140000,134,11156794
2022,210000,135,11361115
2022,140000,136,11410381
2022,210000,137,11473381
2022,140000,138,11551914
2022,230000,139,11744089
2022,150000,140,11734089
2022,210000,141,11931188
2022,160000,142,12000454
2022,130000,143,12013540
2022,31615,99,9380415
2022,18442,100,9319024
2022,104890,101,9388179
2022,140000,102,9476858
2022,220000,103,9656377
2022,140000,104,9756461
2022,183228,105,9871261
2022,91614,106,9917115
2022,185100,107,10025257
2022,200000,108,10120257
2022,120000,109,10201481
2022,230000,110,10313481
2022,100000,111,10293481
2022,100000,112,10255131
2022,35590,113,10269052
2022,100000,114,9957052
2022,165000,115,10059326
2022,52396,116,10062454
2022,40000,117,9997454
2022,86703,118,9992920
2022,48000,119,9978194
2022,122346,120,10058343
2022,69336,121,10074487
2022,135000,122,10179736
2022,78000,123,10184736
2022,141300,124,10276036
2022,102100,125,10368670
2022,205300,126,10524324
2022,140400,127,10564724
2022,176000,128,10660724
2022,144000,129,10722224
2022,205300,130,10777524
2022,140400,131,10842150
2022,140000,132,10968750
2022,210000,133,11059691
2022,140000,134,11196832
2022,210000,135,11366794
2022,140000,136,11501115
2022,210000,137,11620381
2022,140000,138,11613381
2022,230000,139,11781914
2022,150000,140,11894089
2022,210000,141,11944089
2022,160000,142,12091188
2022,130000,143,12130454
2022,18442,100,9398857
2022,104890,101,9423914
2022,140000,102,9528179
2022,220000,103,9696858
2022,140000,104,9796377
2022,183228,105,9939689
2022,91614,106,9962875
2022,185100,107,10102215
2022,200000,108,10225257
2022,120000,109,10240257
2022,230000,110,10431481
2022,100000,111,10413481
2022,100000,112,10393481
2022,35590,113,10290721
2022,100000,114,10369052
2022,165000,115,10122052
2022,52396,116,10111722
2022,40000,117,10102454
2022,86703,118,10084157
2022,48000,119,10040920
2022,122346,120,10100540
2022,69336,121,10127679
2022,135000,122,10209487
2022,78000,123,10257736
2022,141300,124,10326036
2022,102100,125,10378136
2022,205300,126,10573970
2022,140400,127,10664724
2022,176000,128,10740724
2022,144000,129,10804724
2022,205300,130,10927524
2022,140400,131,10917924
2022,140000,132,10982150
2022,210000,133,11178750
2022,140000,134,11199691
2022,210000,135,11406832
2022,140000,136,11506794
2022,210000,137,11711115
2022,140000,138,11760381
2022,230000,139,11843381
2022,150000,140,11931914
2022,210000,141,12104089
2022,160000,142,12104089
2022,130000,143,12221188
2022,104890,101,9503747
2022,140000,102,9563914
2022,220000,103,9748179
2022,140000,104,9836858
2022,183228,105,9979605
2022,91614,106,10031303
2022,185100,107,10147975
2022,200000,108,10302215
2022,120000,109,10345257
2022,230000,110,10470257
2022,100000,111,10531481
2022,100000,112,10513481
2022,35590,113,10429071
2022,100000,114,10390721
2022,165000,115,10534052
2022,52396,116,10174448
2022,40000,117,10151722
2022,86703,118,10189157
2022,48000,119,10132157
2022,122346,120,10163266
2022,69336,121,10169876
2022,135000,122,10262679
2022,78000,123,10287487
2022,141300,124,10399036
2022,102100,125,10428136
2022,205300,126,10583436
2022,140400,127,10714370
2022,176000,128,10840724
2022,144000,129,10884724
2022,205300,130,11010024
2022,140400,131,11067924
2022,140000,132,11057924
2022,210000,133,11192150
2022,140000,134,11318750
2022,210000,135,11409691
2022,140000,136,11546832
2022,210000,137,11716794
2022,140000,138,11851115
2022,230000,139,11990381
2022,150000,140,11993381
2022,210000,141,12141914
2022,160000,142,12264089
2022,130000,143,12234089
2022,140000,102,9643747
2022,220000,103,9783914
2022,140000,104,9888179
2022,183228,105,10020086
2022,91614,106,10071219
2022,185100,107,10216403
2022,200000,108,10347975
2022,120000,109,10422215
2022,230000,110,10575257
2022,100000,111,10570257
2022,100000,112,10631481
2022,35590,113,10549071
2022,100000,114,10529071
2022,165000,115,10555721
2022,52396,116,10586448
2022,40000,117,10214448
2022,86703,118,10238425
2022,48000,119,10237157
2022,122346,120,10254503
2022,69336,121,10232602
2022,135000,122,10304876
2022,78000,123,10340679
2022,141300,124,10428787
2022,102100,125,10501136
2022,205300,126,10633436
2022,140400,127,10723836
2022,176000,128,10890370
2022,144000,129,10984724
2022,205300,130,11090024
2022,140400,131,11150424
2022,140000,132,11207924
2022,210000,133,11267924
2022,140000,134,11332150
2022,210000,135,11528750
2022,140000,136,11549691
2022,210000,137,11756832
2022,140000,138,11856794
2022,230000,139,12081115
2022,150000,140,12140381
2022,210000,141,12203381
2022,160000,142,12301914
2022,130000,143,12394089
2022,220000,103,9863747
2022,140000,104,9923914
2022,183228,105,10071407
2022,91614,106,10111700
2022,185100,107,10256319
2022,200000,108,10416403
2022,120000,109,10467975
2022,230000,110,10652215
2022,100000,111,10675257
2022,100000,112,10670257
2022,35590,113,10667071
2022,100000,114,10649071
2022,165000,115,10694071
2022,52396,116,10608117
2022,40000,117,10626448
2022,86703,118,10301151
2022,48000,119,10286425
2022,122346,120,10359503
2022,69336,121,10323839
2022,135000,122,10367602
2022,78000,123,10382876
2022,141300,124,10481979
2022,102100,125,10530887
2022,205300,126,10706436
2022,140400,127,10773836
2022,176000,128,10899836
2022,144000,129,11034370
2022,205300,130,11190024
2022,140400,131,11230424
2022,140000,132,11290424
2022,210000,133,11417924
2022,140000,134,11407924
2022,210000,135,11542150
2022,140000,136,11668750
2022,210000,137,11759691
2022,140000,138,11896832
2022,230000,139,12086794
2022,150000,140,12231115
2022,210000,141,12350381
2022,160000,142,12363381
2022,130000,143,12431914
2022,140000,104,10003747
2022,183228,105,10107142
2022,91614,106,10163021
2022,185100,107,10296800
2022,200000,108,10456319
2022,120000,109,10536403
2022,230000,110,10697975
2022,100000,111,10752215
2022,100000,112,10775257
